date,username,text,case folding,tokenizing,filtering,stemmed,tweet_final
2/20/2023 5:52,mtawfeeqCNN, announces 100 million in relief funding for and , announces 100 million in relief funding for and ,"['announces', '100', 'million', 'in', 'relief', 'funding', 'for', 'and']","['announces', '100', 'million', 'relief', 'funding']","['announc', '100', 'million', 'relief', 'fund']",announc 100 million relief fund
2/20/2023 5:53,TehranWatcher, in s southeast and has killed more than 46 000 people Reuters, in s southeast and has killed more than 46 000 people reuters,"['in', 's', 'southeast', 'and', 'has', 'killed', 'more', 'than', '46', '000', 'people', 'reuters']","['southeast', 'killed', '46', '000', 'people', 'reuters']","['southeast', 'kill', '46', '000', 'peopl', 'reuter']",southeast kill 46 000 peopl reuter
2/20/2023 5:53,DanteGirolimon,US ramping up aid to earthquake struck Turkey and Syria ,us ramping up aid to earthquake struck turkey and syria ,"['us', 'ramping', 'up', 'aid', 'to', 'earthquake', 'struck', 'turkey', 'and', 'syria']","['us', 'ramping', 'aid', 'earthquake', 'struck', 'turkey', 'syria']","['us', 'ramp', 'aid', 'earthquak', 'struck', 'turkey', 'syria']",us ramp aid earthquak struck turkey syria
2/20/2023 5:53,GeorgChornbrook, Of course it s Trump s fault as much as Turkey s earthquake They cannot even figure out a more believable lie , of course it s trump s fault as much as turkey s earthquake they cannot even figure out a more believable lie ,"['of', 'course', 'it', 's', 'trump', 's', 'fault', 'as', 'much', 'as', 'turkey', 's', 'earthquake', 'they', 'can', 'not', 'even', 'figure', 'out', 'a', 'more', 'believable', 'lie']","['course', 'trump', 'fault', 'much', 'turkey', 'earthquake', 'even', 'figure', 'believable', 'lie']","['cours', 'trump', 'fault', 'much', 'turkey', 'earthquak', 'even', 'figur', 'believ', 'lie']",cours trump fault much turkey earthquak even figur believ lie
2/20/2023 5:57,AgitatedMan,BOMBSHELL Romanian Senator Diana Sosoaca Deep State Globalists Caused Massive Turkey Earthquake That Killed Tens of Thousands After Erdogan Upset World Economic Forum Nazi Leader Klaus Schwab Now explain how ,bombshell romanian senator diana sosoaca deep state globalists caused massive turkey earthquake that killed tens of thousands after erdogan upset world economic forum nazi leader klaus schwab now explain how ,"['bombshell', 'romanian', 'senator', 'diana', 'sosoaca', 'deep', 'state', 'globalists', 'caused', 'massive', 'turkey', 'earthquake', 'that', 'killed', 'tens', 'of', 'thousands', 'after', 'erdogan', 'upset', 'world', 'economic', 'forum', 'nazi', 'leader', 'klaus', 'schwab', 'now', 'explain', 'how']","['bombshell', 'romanian', 'senator', 'diana', 'sosoaca', 'deep', 'state', 'globalists', 'caused', 'massive', 'turkey', 'earthquake', 'killed', 'tens', 'thousands', 'erdogan', 'upset', 'world', 'economic', 'forum', 'nazi', 'leader', 'klaus', 'schwab', 'explain']","['bombshel', 'romanian', 'senat', 'diana', 'sosoaca', 'deep', 'state', 'globalist', 'caus', 'massiv', 'turkey', 'earthquak', 'kill', 'ten', 'thousand', 'erdogan', 'upset', 'world', 'econom', 'forum', 'nazi', 'leader', 'klau', 'schwab', 'explain']",bombshel romanian senat diana sosoaca deep state globalist caus massiv turkey earthquak kill ten thousand erdogan upset world econom forum nazi leader klau schwab explain
2/20/2023 6:00,mena_trends,The series of earthquakes that struck and on February 6 gave rise to a new conspiracy theory on social media in various languages ,the series of earthquakes that struck and on february 6 gave rise to a new conspiracy theory on social media in various languages ,"['the', 'series', 'of', 'earthquakes', 'that', 'struck', 'and', 'on', 'february', '6', 'gave', 'rise', 'to', 'a', 'new', 'conspiracy', 'theory', 'on', 'social', 'media', 'in', 'various', 'languages']","['series', 'earthquakes', 'struck', 'february', '6', 'gave', 'rise', 'new', 'conspiracy', 'theory', 'social', 'media', 'various', 'languages']","['seri', 'earthquak', 'struck', 'februari', '6', 'gave', 'rise', 'new', 'conspiraci', 'theori', 'social', 'media', 'variou', 'languag']",seri earthquak struck februari 6 gave rise new conspiraci theori social media variou languag
2/20/2023 6:00,SecureDemocracy,Russian state media outlets are exploiting the earthquakes in and for their own gain showcasing Moscow s humanitarian assistance while bashing the West for allegedly hampering humanitarian aid told ,russian state media outlets are exploiting the earthquakes in and for their own gain showcasing moscow s humanitarian assistance while bashing the west for allegedly hampering humanitarian aid told ,"['russian', 'state', 'media', 'outlets', 'are', 'exploiting', 'the', 'earthquakes', 'in', 'and', 'for', 'their', 'own', 'gain', 'showcasing', 'moscow', 's', 'humanitarian', 'assistance', 'while', 'bashing', 'the', 'west', 'for', 'allegedly', 'hampering', 'humanitarian', 'aid', 'told']","['russian', 'state', 'media', 'outlets', 'exploiting', 'earthquakes', 'gain', 'showcasing', 'moscow', 'humanitarian', 'assistance', 'bashing', 'west', 'allegedly', 'hampering', 'humanitarian', 'aid', 'told']","['russian', 'state', 'media', 'outlet', 'exploit', 'earthquak', 'gain', 'showcas', 'moscow', 'humanitarian', 'assist', 'bash', 'west', 'allegedli', 'hamper', 'humanitarian', 'aid', 'told']",russian state media outlet exploit earthquak gain showcas moscow humanitarian assist bash west allegedli hamper humanitarian aid told
2/20/2023 6:00,GotopnewsUsa,Ghana soccer player Christian Atsu found dead in rubble of Turkey earthquake agent says ,ghana soccer player christian atsu found dead in rubble of turkey earthquake agent says ,"['ghana', 'soccer', 'player', 'christian', 'atsu', 'found', 'dead', 'in', 'rubble', 'of', 'turkey', 'earthquake', 'agent', 'says']","['ghana', 'soccer', 'player', 'christian', 'atsu', 'found', 'dead', 'rubble', 'turkey', 'earthquake', 'agent', 'says']","['ghana', 'soccer', 'player', 'christian', 'atsu', 'found', 'dead', 'rubbl', 'turkey', 'earthquak', 'agent', 'say']",ghana soccer player christian atsu found dead rubbl turkey earthquak agent say
2/20/2023 6:00,derekcfrench,Turkish students workers and artists hold a vigil in Washington Square Park for the victims of the that hit and The earthquake on February 6 centered in Kahramanmaras province has affected more than 13 million people ,turkish students workers and artists hold a vigil in washington square park for the victims of the that hit and the earthquake on february 6 centered in kahramanmaras province has affected more than 13 million people ,"['turkish', 'students', 'workers', 'and', 'artists', 'hold', 'a', 'vigil', 'in', 'washington', 'square', 'park', 'for', 'the', 'victims', 'of', 'the', 'that', 'hit', 'and', 'the', 'earthquake', 'on', 'february', '6', 'centered', 'in', 'kahramanmaras', 'province', 'has', 'affected', 'more', 'than', '13', 'million', 'people']","['turkish', 'students', 'workers', 'artists', 'hold', 'vigil', 'washington', 'square', 'park', 'victims', 'hit', 'earthquake', 'february', '6', 'centered', 'kahramanmaras', 'province', 'affected', '13', 'million', 'people']","['turkish', 'student', 'worker', 'artist', 'hold', 'vigil', 'washington', 'squar', 'park', 'victim', 'hit', 'earthquak', 'februari', '6', 'center', 'kahramanmara', 'provinc', 'affect', '13', 'million', 'peopl']",turkish student worker artist hold vigil washington squar park victim hit earthquak februari 6 center kahramanmara provinc affect 13 million peopl
2/20/2023 6:00,Sheeraz037,Turkey ends earthquake rescue efforts in nine of 11 provinces ITV News ,turkey ends earthquake rescue efforts in nine of 11 provinces itv news ,"['turkey', 'ends', 'earthquake', 'rescue', 'efforts', 'in', 'nine', 'of', '11', 'provinces', 'itv', 'news']","['turkey', 'ends', 'earthquake', 'rescue', 'efforts', 'nine', '11', 'provinces', 'itv', 'news']","['turkey', 'end', 'earthquak', 'rescu', 'effort', 'nine', '11', 'provinc', 'itv', 'news']",turkey end earthquak rescu effort nine 11 provinc itv news
2/20/2023 6:01,ajplus,A Syrian man tells AJ that his wife who died in the Turkey Syria earthquakes predicted her death hours before Two of her young daughters also died with her She leaves her husband and five children behind ,a syrian man tells aj that his wife who died in the turkey syria earthquakes predicted her death hours before two of her young daughters also died with her she leaves her husband and five children behind ,"['a', 'syrian', 'man', 'tells', 'aj', 'that', 'his', 'wife', 'who', 'died', 'in', 'the', 'turkey', 'syria', 'earthquakes', 'predicted', 'her', 'death', 'hours', 'before', 'two', 'of', 'her', 'young', 'daughters', 'also', 'died', 'with', 'her', 'she', 'leaves', 'her', 'husband', 'and', 'five', 'children', 'behind']","['syrian', 'man', 'tells', 'aj', 'wife', 'died', 'turkey', 'syria', 'earthquakes', 'predicted', 'death', 'hours', 'two', 'young', 'daughters', 'also', 'died', 'leaves', 'husband', 'five', 'children', 'behind']","['syrian', 'man', 'tell', 'aj', 'wife', 'die', 'turkey', 'syria', 'earthquak', 'predict', 'death', 'hour', 'two', 'young', 'daughter', 'also', 'die', 'leav', 'husband', 'five', 'children', 'behind']",syrian man tell aj wife die turkey syria earthquak predict death hour two young daughter also die leav husband five children behind
2/20/2023 6:01,alirizataskale,Poor areas suffered 3 5 times more damage in Turkey s earthquake ,poor areas suffered 3 5 times more damage in turkey s earthquake ,"['poor', 'areas', 'suffered', '3', '5', 'times', 'more', 'damage', 'in', 'turkey', 's', 'earthquake']","['poor', 'areas', 'suffered', '3', '5', 'times', 'damage', 'turkey', 'earthquake']","['poor', 'area', 'suffer', '3', '5', 'time', 'damag', 'turkey', 'earthquak']",poor area suffer 3 5 time damag turkey earthquak
2/20/2023 6:02,naijareel,Turkey Syria earthquake Baby rescued after 128 hours is Hero of the Day World News ,turkey syria earthquake baby rescued after 128 hours is hero of the day world news ,"['turkey', 'syria', 'earthquake', 'baby', 'rescued', 'after', '128', 'hours', 'is', 'hero', 'of', 'the', 'day', 'world', 'news']","['turkey', 'syria', 'earthquake', 'baby', 'rescued', '128', 'hours', 'hero', 'day', 'world', 'news']","['turkey', 'syria', 'earthquak', 'babi', 'rescu', '128', 'hour', 'hero', 'day', 'world', 'news']",turkey syria earthquak babi rescu 128 hour hero day world news
2/20/2023 6:02,nelsonqatlanta, The earthquake has killed more than 46 530 people , the earthquake has killed more than 46 530 people ,"['the', 'earthquake', 'has', 'killed', 'more', 'than', '46', '530', 'people']","['earthquake', 'killed', '46', '530', 'people']","['earthquak', 'kill', '46', '530', 'peopl']",earthquak kill 46 530 peopl
2/20/2023 6:02,PABLOGAVlRA,Before kickoff of Spotify Camp Nou holds a minute of silence for the former player Marcos Alonso Pe a and the victims of the earthquake in Turkey and Syria Rest in peace ,before kickoff of spotify camp nou holds a minute of silence for the former player marcos alonso pe a and the victims of the earthquake in turkey and syria rest in peace ,"['before', 'kickoff', 'of', 'spotify', 'camp', 'nou', 'holds', 'a', 'minute', 'of', 'silence', 'for', 'the', 'former', 'player', 'marcos', 'alonso', 'pe', 'a', 'and', 'the', 'victims', 'of', 'the', 'earthquake', 'in', 'turkey', 'and', 'syria', 'rest', 'in', 'peace']","['kickoff', 'spotify', 'camp', 'nou', 'holds', 'minute', 'silence', 'former', 'player', 'marcos', 'alonso', 'pe', 'victims', 'earthquake', 'turkey', 'syria', 'rest', 'peace']","['kickoff', 'spotifi', 'camp', 'nou', 'hold', 'minut', 'silenc', 'former', 'player', 'marco', 'alonso', 'pe', 'victim', 'earthquak', 'turkey', 'syria', 'rest', 'peac']",kickoff spotifi camp nou hold minut silenc former player marco alonso pe victim earthquak turkey syria rest peac
2/20/2023 6:03,n_newstuk,Brits donate nearly 100 million to Turkey Syria earthquake victims ,brits donate nearly 100 million to turkey syria earthquake victims ,"['brits', 'donate', 'nearly', '100', 'million', 'to', 'turkey', 'syria', 'earthquake', 'victims']","['brits', 'donate', 'nearly', '100', 'million', 'turkey', 'syria', 'earthquake', 'victims']","['brit', 'donat', 'nearli', '100', 'million', 'turkey', 'syria', 'earthquak', 'victim']",brit donat nearli 100 million turkey syria earthquak victim
2/20/2023 6:03,AlshehryHashim, Saudi Arabia helped Turkey after earthquake come on man we all Muslims , saudi arabia helped turkey after earthquake come on man we all muslims ,"['saudi', 'arabia', 'helped', 'turkey', 'after', 'earthquake', 'come', 'on', 'man', 'we', 'all', 'muslims']","['saudi', 'arabia', 'helped', 'turkey', 'earthquake', 'come', 'man', 'muslims']","['saudi', 'arabia', 'help', 'turkey', 'earthquak', 'come', 'man', 'muslim']",saudi arabia help turkey earthquak come man muslim
2/20/2023 6:04,CatBountie,Why This makes me sad Turkey halts most rescue efforts for earthquake survivors CNN via News,why this makes me sad turkey halts most rescue efforts for earthquake survivors cnn via news,"['why', 'this', 'makes', 'me', 'sad', 'turkey', 'halts', 'most', 'rescue', 'efforts', 'for', 'earthquake', 'survivors', 'cnn', 'via', 'news']","['makes', 'sad', 'turkey', 'halts', 'rescue', 'efforts', 'earthquake', 'survivors', 'cnn', 'via', 'news']","['make', 'sad', 'turkey', 'halt', 'rescu', 'effort', 'earthquak', 'survivor', 'cnn', 'via', 'news']",make sad turkey halt rescu effort earthquak survivor cnn via news
2/20/2023 6:05,AcademikAhlak,Dr Judith Hubbard These are erosional features not earthquake induced Note that in some places roads have been built along the edge of the gorges This is not related to the earthquake in Turkey ,dr judith hubbard these are erosional features not earthquake induced note that in some places roads have been built along the edge of the gorges this is not related to the earthquake in turkey ,"['dr', 'judith', 'hubbard', 'these', 'are', 'erosional', 'features', 'not', 'earthquake', 'induced', 'note', 'that', 'in', 'some', 'places', 'roads', 'have', 'been', 'built', 'along', 'the', 'edge', 'of', 'the', 'gorges', 'this', 'is', 'not', 'related', 'to', 'the', 'earthquake', 'in', 'turkey']","['dr', 'judith', 'hubbard', 'erosional', 'features', 'earthquake', 'induced', 'note', 'places', 'roads', 'built', 'along', 'edge', 'gorges', 'related', 'earthquake', 'turkey']","['dr', 'judith', 'hubbard', 'erosion', 'featur', 'earthquak', 'induc', 'note', 'place', 'road', 'built', 'along', 'edg', 'gorg', 'relat', 'earthquak', 'turkey']",dr judith hubbard erosion featur earthquak induc note place road built along edg gorg relat earthquak turkey
2/20/2023 6:05,Giza299792458N,Watch Rescuers save small dog trapped in rubble following earthquake in Turkey Good News ,watch rescuers save small dog trapped in rubble following earthquake in turkey good news ,"['watch', 'rescuers', 'save', 'small', 'dog', 'trapped', 'in', 'rubble', 'following', 'earthquake', 'in', 'turkey', 'good', 'news']","['watch', 'rescuers', 'save', 'small', 'dog', 'trapped', 'rubble', 'following', 'earthquake', 'turkey', 'good', 'news']","['watch', 'rescuer', 'save', 'small', 'dog', 'trap', 'rubbl', 'follow', 'earthquak', 'turkey', 'good', 'news']",watch rescuer save small dog trap rubbl follow earthquak turkey good news
2/20/2023 6:06,yinlek2002,1 The earthquake that occurred in Syria and Turkey lasted only 45 seconds that is less than a minute So far more than 41 000 people have died and the dead are still counting In the same 45 seconds landlords became homeless children became orphans wives became ,1 the earthquake that occurred in syria and turkey lasted only 45 seconds that is less than a minute so far more than 41 000 people have died and the dead are still counting in the same 45 seconds landlords became homeless children became orphans wives became ,"['1', 'the', 'earthquake', 'that', 'occurred', 'in', 'syria', 'and', 'turkey', 'lasted', 'only', '45', 'seconds', 'that', 'is', 'less', 'than', 'a', 'minute', 'so', 'far', 'more', 'than', '41', '000', 'people', 'have', 'died', 'and', 'the', 'dead', 'are', 'still', 'counting', 'in', 'the', 'same', '45', 'seconds', 'landlords', 'became', 'homeless', 'children', 'became', 'orphans', 'wives', 'became']","['1', 'earthquake', 'occurred', 'syria', 'turkey', 'lasted', '45', 'seconds', 'less', 'minute', 'far', '41', '000', 'people', 'died', 'dead', 'still', 'counting', '45', 'seconds', 'landlords', 'became', 'homeless', 'children', 'became', 'orphans', 'wives', 'became']","['1', 'earthquak', 'occur', 'syria', 'turkey', 'last', '45', 'second', 'less', 'minut', 'far', '41', '000', 'peopl', 'die', 'dead', 'still', 'count', '45', 'second', 'landlord', 'becam', 'homeless', 'children', 'becam', 'orphan', 'wive', 'becam']",1 earthquak occur syria turkey last 45 second less minut far 41 000 peopl die dead still count 45 second landlord becam homeless children becam orphan wive becam
2/20/2023 6:08,seybertooth, Probably not Erdogan is going to say thanks for all the help with the earthquake NATO Now we re going right back to sabotaging you That s Turkey for you the valued ally , probably not erdogan is going to say thanks for all the help with the earthquake nato now we re going right back to sabotaging you that s turkey for you the valued ally ,"['probably', 'not', 'erdogan', 'is', 'going', 'to', 'say', 'thanks', 'for', 'all', 'the', 'help', 'with', 'the', 'earthquake', 'nato', 'now', 'we', 're', 'going', 'right', 'back', 'to', 'sabotaging', 'you', 'that', 's', 'turkey', 'for', 'you', 'the', 'valued', 'ally']","['probably', 'erdogan', 'going', 'say', 'thanks', 'help', 'earthquake', 'nato', 'going', 'right', 'back', 'sabotaging', 'turkey', 'valued', 'ally']","['probabl', 'erdogan', 'go', 'say', 'thank', 'help', 'earthquak', 'nato', 'go', 'right', 'back', 'sabotag', 'turkey', 'valu', 'alli']",probabl erdogan go say thank help earthquak nato go right back sabotag turkey valu alli
2/20/2023 6:09,DublinOhio,From Dublin Ohio to Adana Turkey sending donations with love After this month s devastating earthquake in Turkey Syria Dubliners stepped in to do their small but powerful part How resident students pitched in ,from dublin ohio to adana turkey sending donations with love after this month s devastating earthquake in turkey syria dubliners stepped in to do their small but powerful part how resident students pitched in ,"['from', 'dublin', 'ohio', 'to', 'adana', 'turkey', 'sending', 'donations', 'with', 'love', 'after', 'this', 'month', 's', 'devastating', 'earthquake', 'in', 'turkey', 'syria', 'dubliners', 'stepped', 'in', 'to', 'do', 'their', 'small', 'but', 'powerful', 'part', 'how', 'resident', 'students', 'pitched', 'in']","['dublin', 'ohio', 'adana', 'turkey', 'sending', 'donations', 'love', 'month', 'devastating', 'earthquake', 'turkey', 'syria', 'dubliners', 'stepped', 'small', 'powerful', 'part', 'resident', 'students', 'pitched']","['dublin', 'ohio', 'adana', 'turkey', 'send', 'donat', 'love', 'month', 'devast', 'earthquak', 'turkey', 'syria', 'dublin', 'step', 'small', 'power', 'part', 'resid', 'student', 'pitch']",dublin ohio adana turkey send donat love month devast earthquak turkey syria dublin step small power part resid student pitch
2/20/2023 6:10,ChurchisCarter, How did the killers of Atsu caused earthquake in Turkey and Syria Are we save at all , how did the killers of atsu caused earthquake in turkey and syria are we save at all ,"['how', 'did', 'the', 'killers', 'of', 'atsu', 'caused', 'earthquake', 'in', 'turkey', 'and', 'syria', 'are', 'we', 'save', 'at', 'all']","['killers', 'atsu', 'caused', 'earthquake', 'turkey', 'syria', 'save']","['killer', 'atsu', 'caus', 'earthquak', 'turkey', 'syria', 'save']",killer atsu caus earthquak turkey syria save
2/20/2023 6:10,MarigoldAshitey,The Ghanaian footballer Christian Astu who was confirmed dead due to the earthquake in Turkey and Syria corpse arrived in Ghana at the Kotoka International Airport A sad moment for his family and the citizens of Ghana For more details visit ,the ghanaian footballer christian astu who was confirmed dead due to the earthquake in turkey and syria corpse arrived in ghana at the kotoka international airport a sad moment for his family and the citizens of ghana for more details visit ,"['the', 'ghanaian', 'footballer', 'christian', 'astu', 'who', 'was', 'confirmed', 'dead', 'due', 'to', 'the', 'earthquake', 'in', 'turkey', 'and', 'syria', 'corpse', 'arrived', 'in', 'ghana', 'at', 'the', 'kotoka', 'international', 'airport', 'a', 'sad', 'moment', 'for', 'his', 'family', 'and', 'the', 'citizens', 'of', 'ghana', 'for', 'more', 'details', 'visit']","['ghanaian', 'footballer', 'christian', 'astu', 'confirmed', 'dead', 'due', 'earthquake', 'turkey', 'syria', 'corpse', 'arrived', 'ghana', 'kotoka', 'international', 'airport', 'sad', 'moment', 'family', 'citizens', 'ghana', 'details', 'visit']","['ghanaian', 'footbal', 'christian', 'astu', 'confirm', 'dead', 'due', 'earthquak', 'turkey', 'syria', 'corps', 'arriv', 'ghana', 'kotoka', 'intern', 'airport', 'sad', 'moment', 'famili', 'citizen', 'ghana', 'detail', 'visit']",ghanaian footbal christian astu confirm dead due earthquak turkey syria corps arriv ghana kotoka intern airport sad moment famili citizen ghana detail visit
2/20/2023 6:11,Daisy36453856,The body was brought home from Turkey where it was found under the earthquake rubble Staff at the airport were seen preparing for the arrival of the player s mortal remains This brought to a standstill other aircrafts expected to be serviced for operations ,the body was brought home from turkey where it was found under the earthquake rubble staff at the airport were seen preparing for the arrival of the player s mortal remains this brought to a standstill other aircrafts expected to be serviced for operations ,"['the', 'body', 'was', 'brought', 'home', 'from', 'turkey', 'where', 'it', 'was', 'found', 'under', 'the', 'earthquake', 'rubble', 'staff', 'at', 'the', 'airport', 'were', 'seen', 'preparing', 'for', 'the', 'arrival', 'of', 'the', 'player', 's', 'mortal', 'remains', 'this', 'brought', 'to', 'a', 'standstill', 'other', 'aircrafts', 'expected', 'to', 'be', 'serviced', 'for', 'operations']","['body', 'brought', 'home', 'turkey', 'found', 'earthquake', 'rubble', 'staff', 'airport', 'seen', 'preparing', 'arrival', 'player', 'mortal', 'remains', 'brought', 'standstill', 'aircrafts', 'expected', 'serviced', 'operations']","['bodi', 'brought', 'home', 'turkey', 'found', 'earthquak', 'rubbl', 'staff', 'airport', 'seen', 'prepar', 'arriv', 'player', 'mortal', 'remain', 'brought', 'standstil', 'aircraft', 'expect', 'servic', 'oper']",bodi brought home turkey found earthquak rubbl staff airport seen prepar arriv player mortal remain brought standstil aircraft expect servic oper
2/20/2023 6:15,greenmagmedia,Britain sends up to 100 more aid workers field hospital and plane to help Turkey earthquake Politics News Sun 19 Feb 23 15 UTC ,britain sends up to 100 more aid workers field hospital and plane to help turkey earthquake politics news sun 19 feb 23 15 utc ,"['britain', 'sends', 'up', 'to', '100', 'more', 'aid', 'workers', 'field', 'hospital', 'and', 'plane', 'to', 'help', 'turkey', 'earthquake', 'politics', 'news', 'sun', '19', 'feb', '23', '15', 'utc']","['britain', 'sends', '100', 'aid', 'workers', 'field', 'hospital', 'plane', 'help', 'turkey', 'earthquake', 'politics', 'news', 'sun', '19', 'feb', '23', '15', 'utc']","['britain', 'send', '100', 'aid', 'worker', 'field', 'hospit', 'plane', 'help', 'turkey', 'earthquak', 'polit', 'news', 'sun', '19', 'feb', '23', '15', 'utc']",britain send 100 aid worker field hospit plane help turkey earthquak polit news sun 19 feb 23 15 utc
2/20/2023 6:16,MediaIfat,Turkish are one of the most racist people in the world They are been racist against Syrian refugees that were displaced by the earthquake How displaced Syrians meet both animosity and kindness in Turkey ,turkish are one of the most racist people in the world they are been racist against syrian refugees that were displaced by the earthquake how displaced syrians meet both animosity and kindness in turkey ,"['turkish', 'are', 'one', 'of', 'the', 'most', 'racist', 'people', 'in', 'the', 'world', 'they', 'are', 'been', 'racist', 'against', 'syrian', 'refugees', 'that', 'were', 'displaced', 'by', 'the', 'earthquake', 'how', 'displaced', 'syrians', 'meet', 'both', 'animosity', 'and', 'kindness', 'in', 'turkey']","['turkish', 'one', 'racist', 'people', 'world', 'racist', 'syrian', 'refugees', 'displaced', 'earthquake', 'displaced', 'syrians', 'meet', 'animosity', 'kindness', 'turkey']","['turkish', 'one', 'racist', 'peopl', 'world', 'racist', 'syrian', 'refuge', 'displac', 'earthquak', 'displac', 'syrian', 'meet', 'animos', 'kind', 'turkey']",turkish one racist peopl world racist syrian refuge displac earthquak displac syrian meet animos kind turkey
2/20/2023 6:18,ozthefeminist, on the mis management of the disaster following the earthquake in Turkey focusing on a critique of the Directorate of Religious Affairs that issues fatwas on the adoption of unaccompanied children as if there are no secular laws governing these matters , on the mis management of the disaster following the earthquake in turkey focusing on a critique of the directorate of religious affairs that issues fatwas on the adoption of unaccompanied children as if there are no secular laws governing these matters ,"['on', 'the', 'mis', 'management', 'of', 'the', 'disaster', 'following', 'the', 'earthquake', 'in', 'turkey', 'focusing', 'on', 'a', 'critique', 'of', 'the', 'directorate', 'of', 'religious', 'affairs', 'that', 'issues', 'fatwas', 'on', 'the', 'adoption', 'of', 'unaccompanied', 'children', 'as', 'if', 'there', 'are', 'no', 'secular', 'laws', 'governing', 'these', 'matters']","['mis', 'management', 'disaster', 'following', 'earthquake', 'turkey', 'focusing', 'critique', 'directorate', 'religious', 'affairs', 'issues', 'fatwas', 'adoption', 'unaccompanied', 'children', 'secular', 'laws', 'governing', 'matters']","['mi', 'manag', 'disast', 'follow', 'earthquak', 'turkey', 'focus', 'critiqu', 'director', 'religi', 'affair', 'issu', 'fatwa', 'adopt', 'unaccompani', 'children', 'secular', 'law', 'govern', 'matter']",mi manag disast follow earthquak turkey focus critiqu director religi affair issu fatwa adopt unaccompani children secular law govern matter
2/20/2023 6:18,cnebsafrica,More than 45 000 people death in 45 seconds during the Imagine they were 45 000 souls won in 45 seconds They would have been great joy in the world to experience such a revival Unfortunately that is not the case ,more than 45 000 people death in 45 seconds during the imagine they were 45 000 souls won in 45 seconds they would have been great joy in the world to experience such a revival unfortunately that is not the case ,"['more', 'than', '45', '000', 'people', 'death', 'in', '45', 'seconds', 'during', 'the', 'imagine', 'they', 'were', '45', '000', 'souls', 'won', 'in', '45', 'seconds', 'they', 'would', 'have', 'been', 'great', 'joy', 'in', 'the', 'world', 'to', 'experience', 'such', 'a', 'revival', 'unfortunately', 'that', 'is', 'not', 'the', 'case']","['45', '000', 'people', 'death', '45', 'seconds', 'imagine', '45', '000', 'souls', '45', 'seconds', 'would', 'great', 'joy', 'world', 'experience', 'revival', 'unfortunately', 'case']","['45', '000', 'peopl', 'death', '45', 'second', 'imagin', '45', '000', 'soul', '45', 'second', 'would', 'great', 'joy', 'world', 'experi', 'reviv', 'unfortun', 'case']",45 000 peopl death 45 second imagin 45 000 soul 45 second would great joy world experi reviv unfortun case
2/20/2023 6:18,petnews2day,Rescue teams treat animals saved from the rubble of Turkey quakes Turkey Syria Earthquake News see full more at ,rescue teams treat animals saved from the rubble of turkey quakes turkey syria earthquake news see full more at ,"['rescue', 'teams', 'treat', 'animals', 'saved', 'from', 'the', 'rubble', 'of', 'turkey', 'quakes', 'turkey', 'syria', 'earthquake', 'news', 'see', 'full', 'more', 'at']","['rescue', 'teams', 'treat', 'animals', 'saved', 'rubble', 'turkey', 'quakes', 'turkey', 'syria', 'earthquake', 'news', 'see', 'full']","['rescu', 'team', 'treat', 'anim', 'save', 'rubbl', 'turkey', 'quak', 'turkey', 'syria', 'earthquak', 'news', 'see', 'full']",rescu team treat anim save rubbl turkey quak turkey syria earthquak news see full
2/20/2023 6:18,citrusramaphosa,End of Days fuckers Contentious amp unverified video of the Earth s crust breaking in Hatay Province Turkey after the earthquakes Def Leppard Credits due ,end of days fuckers contentious amp unverified video of the earth s crust breaking in hatay province turkey after the earthquakes def leppard credits due ,"['end', 'of', 'days', 'fuckers', 'contentious', 'amp', 'unverified', 'video', 'of', 'the', 'earth', 's', 'crust', 'breaking', 'in', 'hatay', 'province', 'turkey', 'after', 'the', 'earthquakes', 'def', 'leppard', 'credits', 'due']","['end', 'days', 'fuckers', 'contentious', 'unverified', 'video', 'earth', 'crust', 'breaking', 'hatay', 'province', 'turkey', 'earthquakes', 'def', 'leppard', 'credits', 'due']","['end', 'day', 'fucker', 'contenti', 'unverifi', 'video', 'earth', 'crust', 'break', 'hatay', 'provinc', 'turkey', 'earthquak', 'def', 'leppard', 'credit', 'due']",end day fucker contenti unverifi video earth crust break hatay provinc turkey earthquak def leppard credit due
2/20/2023 6:19,LaLecheLeagueUS,Survivors of the recent earthquake that struck Turkey and Syria this mother breastfed for 55 hours under the debris to keep her baby alive Breastmilk literally saves lives ,survivors of the recent earthquake that struck turkey and syria this mother breastfed for 55 hours under the debris to keep her baby alive breastmilk literally saves lives ,"['survivors', 'of', 'the', 'recent', 'earthquake', 'that', 'struck', 'turkey', 'and', 'syria', 'this', 'mother', 'breastfed', 'for', '55', 'hours', 'under', 'the', 'debris', 'to', 'keep', 'her', 'baby', 'alive', 'breastmilk', 'literally', 'saves', 'lives']","['survivors', 'recent', 'earthquake', 'struck', 'turkey', 'syria', 'mother', 'breastfed', '55', 'hours', 'debris', 'keep', 'baby', 'alive', 'breastmilk', 'literally', 'saves', 'lives']","['survivor', 'recent', 'earthquak', 'struck', 'turkey', 'syria', 'mother', 'breastf', '55', 'hour', 'debri', 'keep', 'babi', 'aliv', 'breastmilk', 'liter', 'save', 'live']",survivor recent earthquak struck turkey syria mother breastf 55 hour debri keep babi aliv breastmilk liter save live
